_id,Q,A,C,topic,file_path,level
6740a290e213d34a4d8df9b1,Bảng nào trong Thông tư số 22/2019/TT-BYT quy định tỷ lệ phần trăm tổn thương cơ thể do thương tích sử dụng trong giám định pháp y?,"Theo Thông tư số 22/2019/TT-BYT, tỷ lệ phần trăm tổn thương cơ thể do thương tích sử dụng trong giám định pháp y được quy định trong Bảng 1.","Ban hành kèm theo Thông tư này bảng tỷ lệ phần trăm tổn thương cơ thể hay tổn hại sức khỏe sau đây được gọi chung là tỷ lệ phần trăm tổn thương cơ thể (sau đây viết tắt là tỷ lệ % TTCT) sử dụng trong giám định pháp y, giám định pháp y tâm thần, bao gồm:\n1. Bảng 1: Tỷ lệ % TTCT do thương tích sử dụng trong giám định pháp y;",others,pdf_documents_new/VGjDtG5nIHTGsCAyMi8yMDE5L1RULUJZVA==.pdf,Remember
6740a290e213d34a4d8df9b2,"Theo Thông tư số 22/2019/TT-BYT, tổng tỷ lệ phần trăm tổn thương cơ thể của một người được tính như thế nào?",Thông tư 22/2019/TT-BYT quy định tổng tỷ lệ phần trăm tổn thương cơ thể của một người phải nhỏ hơn 100%,Tổng tỷ lệ % TTCT của một người phải nhỏ hơn 100%.,others,pdf_documents_new/VGjDtG5nIHTGsCAyMi8yMDE5L1RULUJZVA==.pdf,Remember
6740a29ae213d34a4d8df9b3,Luật Bảo vệ Môi trường số 72/2020/QH14 được ban hành vào ngày nào? ,Luật bảo vệ môi trường số: 72/2020/QH14 được ban hành vào ngày 17 tháng 11 năm 2020.,Quốc hội ban hành Luật Bảo vệ môi trường.,others,pdf_documents_new/THXhuq10IELhuqNvIHbhu4cgbcO0aSB0csaw4budbmcgMjAyMA==.pdf,Remember
6740a29ae213d34a4d8df9b4,Luật Bảo vệ Môi trường áp dụng cho những đối tượng nào trên lãnh thổ Việt Nam?,"Luật này áp dụng cho cơ quan, tổ chức, cộng đồng dân cư, hộ gia đình và cá nhân trên toàn lãnh thổ Việt Nam, bao gồm đất liền, hải đảo, vùng biển, lòng đất và vùng trời.","Luật này áp dụng đối với cơ quan, tổ chức, cộng đồng dân cư, hộ gia đình và cá nhân trên lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam, bao gồm đất liền, hải đảo, vùng biển, lòng đất và vùng trời.",others,pdf_documents_new/THXhuq10IELhuqNvIHbhu4cgbcO0aSB0csaw4budbmcgMjAyMA==.pdf,Remember
6740a2a4e213d34a4d8df9b5,"Theo quyết định số 505/QĐ-TTg ngày 22 tháng 4 năm 2022, việc tổ chức Ngày Chuyển đổi số quốc gia hàng năm có mục đích chính là gì?","Ngày Chuyển đổi số quốc gia được tổ chức hàng năm nhằm đẩy nhanh tiến độ triển khai các nhiệm vụ về chuyển đổi số quốc gia, thực hiện hiệu quả Chương trình Chuyển đổi số quốc gia đến năm 2025, định hướng đến năm 2030.","“Ngày Chuyển đổi số quốc gia được tổ chức hằng năm nhằm:\n1. Đẩy nhanh tiến độ triển khai các nhiệm vụ về chuyển đổi số quốc gia, thực hiện có hiệu quả Chương trình Chuyển đổi số quốc gia đến năm 2025, định hướng đến năm 2030.”",others,pdf_documents_new/UXV54bq_dCDEkeG7i25oIDUwNS9RxJAtVFRnIG7Eg20gMjAyMg==.pdf,Remember
6740a2a4e213d34a4d8df9b6,Cơ quan nào có vai trò chủ đạo trong việc xây dựng kế hoạch và chỉ đạo thực hiện các hoạt động truyền thông cho Ngày Chuyển đổi số quốc gia?,"Bộ Thông tin và Truyền thông là cơ quan chủ trì việc xây dựng kế hoạch triển khai cụ thể và hướng dẫn, chỉ đạo tổ chức thực hiện các hoạt động truyền thông cho Ngày Chuyển đổi số quốc gia hàng năm","“Bộ Thông tin và Truyền thông chủ trì, phối hợp với Bộ Văn hóa, Thể thao và Du lịch, Bộ Khoa học và Công nghệ, các bộ, ngành liên quan và Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương xây dựng kế hoạch triển khai cụ thể; hướng dẫn, chỉ đạo tổ chức thực hiện các hoạt động truyền thông Ngày Chuyển đổi số quốc gia hằng năm bảo đảm thiết thực, hiệu quả, tiết kiệm.”",others,pdf_documents_new/UXV54bq_dCDEkeG7i25oIDUwNS9RxJAtVFRnIG7Eg20gMjAyMg==.pdf,Remember
6740a2aee213d34a4d8df9b7,"Theo Nghị định số 68/2013/NĐ-CP, cơ quan nào chịu trách nhiệm thành lập và xác định chức năng, nhiệm vụ của tổ chức bảo hiểm tiền gửi?","Theo Nghị định số 68/2013/NĐ-CP, tổ chức bảo hiểm tiền gửi là một tổ chức tài chính nhà nước, được Thủ tướng Chính phủ thành lập và có chức năng, nhiệm vụ do Thủ tướng Chính phủ quy định theo đề nghị của Thống đốc Ngân hàng Nhà nước Việt Nam.","Tổ chức bảo hiểm tiền gửi là tổ chức tài chính nhà nước do Thủ tướng Chính phủ thành lập và quy định chức năng, nhiệm vụ theo đề nghị của Thống đốc Ngân hàng Nhà nước Việt Nam.",others,pdf_documents_new/Tmdo4buLIMSR4buLbmggNjgvMjAxMy9OxJAtQ1A=.pdf,Remember
6740a2aee213d34a4d8df9b8,Loại tổ chức nào bắt buộc phải tham gia bảo hiểm tiền gửi theo Nghị định số 68/2013/NĐ-CP?,"Các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài được phép nhận tiền gửi của cá nhân, bao gồm ngân hàng thương mại, ngân hàng hợp tác xã, quỹ tín dụng nhân dân và chi nhánh ngân hàng nước ngoài, phải tham gia bảo hiểm tiền gửi theo Điều 4 của Nghị định 68/2013/NĐ-CP.  ","Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài theo quy định tại Điều 4 của Nghị định này phải tham gia bảo hiểm tiền gửi và niêm yết công khai bản sao Chứng nhận tham gia bảo hiểm tiền gửi tại trụ sở chính, chi nhánh và các điểm giao dịch có nhận tiền gửi của cá nhân.",others,pdf_documents_new/Tmdo4buLIMSR4buLbmggNjgvMjAxMy9OxJAtQ1A=.pdf,Remember
6740a2b7e213d34a4d8df9b9,"Nghị định số 15/2020/NĐ-CP về xử phạt vi phạm hành chính trong lĩnh vực bưu chính, viễn thông… được ban hành vào ngày nào?",Nghị định số 15/2020/NĐ-CP được ban hành ngày 03 tháng 02 năm 2020.,"Chính phủ ban hành Nghị định quy định xử phạt vi phạm hành chính trong lĩnh vực bưu chính, viễn thông, tần số vô tuyến điện, công nghệ thông tin và giao dịch điện tử.",others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTUvMjAyMC9OxJAtQ1A=.pdf,Remember
6740a2b7e213d34a4d8df9ba,Bộ nào đã đề nghị Chính phủ ban hành Nghị định số 15/2020/NĐ-CP?,Bộ Thông tin và Truyền thông là bộ đề nghị Chính phủ ban hành Nghị định 15/2020/NĐ-CP,Theo đề nghị của Bộ trưởng Bộ Thông tin và Truyền thông;,others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTUvMjAyMC9OxJAtQ1A=.pdf,Remember
6740a2c5e213d34a4d8df9bb,Nghị định số 155/2020/NĐ-CP được ban hành nhằm mục đích gì?,"Nghị định số 155/2020/NĐ-CP quy định chi tiết thi hành một số điều của Luật Chứng khoán, có hiệu lực từ ngày 31 tháng 12 năm 2020.","Nghị định này quy định chi tiết thi hành khoản 2 Điều 7, khoản 2 Điều 11, khoản 2 Điều 14, điểm g khoản 3 Điều 15, khoản 6 Điều 15, khoản 6 Điều 31, khoản 3 Điều 35, khoản 7 Điều 41, khoản 1 Điều 42, khoản 4 Điều 47, khoản 4 Điều 48, khoản 2 Điều 51, khoản 6 Điều 56, khoản 3 Điều 62, khoản 4 Điều 69, khoản 1 Điều 74, khoản 1 Điều 75, điểm c khoản 5 Điều 75, khoản 1 Điều 79, khoản 3 Điều 87, khoản 3 Điều 93, khoản 2 Điều 96, khoản 5 Điều 97, khoản 3 Điều 100, khoản 7 Điều 135 Luật Chứng khoán.",others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTU1LzIwMjAvTsSQLUNQ.pdf,Remember
6740a2c5e213d34a4d8df9bc,Nghị định số 155/2020/NĐ-CP không điều chỉnh những nội dung nào liên quan đến hoạt động chứng khoán?,"Nghị định này không điều chỉnh chứng khoán phái sinh, trừ các nội dung về ngân hàng thanh toán, trích lập quỹ phòng ngừa rủi ro nghiệp vụ của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam, hành nghề chứng khoán, việc tham gia của nhà đầu tư nước ngoài trên thị trường chứng khoán Việt Nam và các biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán; hoạt động chào bán cổ phiếu ra công chúng để chuyển doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ, công ty trách nhiệm hữu hạn một thành viên của doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ, đơn vị sự nghiệp công lập thành công ty cổ phần và hoạt động chuyển nhượng vốn nhà nước, vốn của doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ đầu tư tại doanh nghiệp khác; hoạt động chào bán trái phiếu riêng lẻ tại thị trường trong nước, chào bán trái phiếu tại nước ngoài.","Nghị định này không điều chỉnh các nội dung sau:\na) Chứng khoán phái sinh và các hoạt động trên thị trường chứng khoán phái sinh, trừ các nội dung về ngân hàng thanh toán, trích lập quỹ phòng ngừa rủi ro nghiệp vụ của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam, hành nghề chứng khoán, việc tham gia của nhà đầu tư nước ngoài trên thị trường chứng khoán Việt Nam và các biện pháp bảo đảm an ninh, an toàn thị trường chứng khoán;\nb) Hoạt động chào bán cổ phiếu ra công chúng để chuyển doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ, công ty trách nhiệm hữu hạn một thành viên của doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ, đơn vị sự nghiệp công lập thành công ty cổ phần và hoạt động chuyển nhượng vốn nhà nước, vốn của doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ đầu tư tại doanh nghiệp khác;\nc) Hoạt động chào bán trái phiếu riêng lẻ tại thị trường trong nước, chào bán trái phiếu tại nước ngoài.",others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTU1LzIwMjAvTsSQLUNQ.pdf,Remember
6740a2cfe213d34a4d8df9bd,Thông tư nào quy định về hoạt động cung ứng dịch vụ trung gian thanh toán và do ai ban hành?,Thông tư số 40/2024/TT-NHNN do Thống đốc Ngân hàng Nhà nước Việt Nam ban hành quy định về hoạt động cung ứng dịch vụ trung gian thanh toán.,Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về hoạt động cung ứng dịch vụ trung gian thanh toán.,others,pdf_documents_new/VGjDtG5nIHTGsCA0MC8yMDI0L1RULU5ITk4=.pdf,Remember
6740a2cfe213d34a4d8df9be,"Theo Thông tư số 40/2024/TT-NHNN, tổ chức chủ trì Hệ thống bù trừ điện tử là gì và thực hiện chức năng gì?","Theo Điều 3 của Thông tư 40/2024/TT-NHNN, tổ chức chủ trì Hệ thống bù trừ điện tử là tổ chức cung ứng dịch vụ trung gian thanh toán được Ngân hàng Nhà nước Việt Nam cấp phép cung ứng dịch vụ chuyển mạch tài chính, dịch vụ bù trừ điện tử và được kết nối trực tiếp vào Hệ thống thanh toán điện tử liên ngân hàng Quốc gia để thực hiện quyết toán bù trừ điện tử","Tổ chức chủ trì Hệ thống bù trừ điện tử (sau đây gọi là tổ chức chủ trì bù trừ điện tử) là tổ chức cung ứng dịch vụ trung gian thanh toán được Ngân hàng Nhà nước Việt Nam (sau đây gọi là Ngân hàng Nhà nước) cấp phép cung ứng dịch vụ chuyển mạch tài chính, dịch vụ bù trừ điện tử và được tham gia, kết nối trực tiếp vào Hệ thống thanh toán điện tử liên ngân hàng Quốc gia (sau đây gọi là Hệ thống thanh toán điện tử liên ngân hàng) để thực hiện quyết toán bù trừ điện tử.",others,pdf_documents_new/VGjDtG5nIHTGsCA0MC8yMDI0L1RULU5ITk4=.pdf,Remember
6740a2d9e213d34a4d8df9bf,Quy chuẩn kỹ thuật quốc gia về An toàn cháy cho nhà và công trình (QCVN 06:2022/BXD) có hiệu lực từ khi nào và thay thế thông tư nào trước đó?,"Thông tư số 06/2022/TT-BXD ban hành QCVN 06:2022/BXD, Quy chuẩn kỹ thuật quốc gia về An toàn cháy cho nhà và công trình, có hiệu lực kể từ ngày 16/01/2023.",Thông tư này có hiệu lực kể từ ngày 16/01/2023 và thay thế Thông tư số 02/2021/TT-BXD ngày 19/05/2021 của Bộ trưởng Bộ Xây dựng ban hành QCVN 06:2021/BXD Quy chuẩn kỹ thuật quốc gia về An toàn cháy cho nhà và công trình.,others,pdf_documents_new/VGjDtG5nIHTGsCAwNi8yMDIyL1RULUJYRA==.pdf,Remember
6740a2d9e213d34a4d8df9c0,Cơ quan nào chịu trách nhiệm chủ trì việc ban hành QCVN 06:2022/BXD?,Bộ Xây dựng là cơ quan chủ trì ban hành QCVN 06:2022/BXD,"QCVN 06:2022/BXD do Viện Khoa học công nghệ xây dựng (Bộ Xây dựng) chủ trì, Cục Cảnh sát phòng cháy chữa cháy và cứu nạn cứu hộ (Bộ Công an) phối hợp biên soạn, Vụ Khoa học công nghệ và môi trường (Bộ Xây dựng) trình duyệt, Bộ Khoa học và Công nghệ thẩm định, Bộ Xây dựng ban hành kèm theo Thông tư số 06/2022/TT-BXD ngày 30 tháng 11 năm 2022 của Bộ trưởng Bộ Xây dựng.",others,pdf_documents_new/VGjDtG5nIHTGsCAwNi8yMDIyL1RULUJYRA==.pdf,Remember
6740a2e2e213d34a4d8df9c1,"Theo Thông tư 31/2023/TT-BCA, màu sắc của các loại hộ chiếu (ngoại giao, công vụ, phổ thông, phổ thông rút gọn) là gì?","Hộ chiếu phổ thông có màu xanh tím, hộ chiếu công vụ có màu xanh lá cây đậm, hộ chiếu ngoại giao có màu nâu đỏ và hộ chiếu phổ thông cấp rút gọn có màu đen.","Hộ chiếu phổ thông, trang bìa màu xanh tím (mẫu HCPT);",others,pdf_documents_new/VGjDtG5nIHTGsCAzMS8yMDIzL1RULUJDQQ==.pdf,Remember
6740a2e2e213d34a4d8df9c2,Thông tư số 31/2023/TT-BCA nói về điều gì và áp dụng cho ai?,"Thông tư 31/2023/TT-BCA quy định mẫu hộ chiếu, giấy thông hành và các biểu mẫu liên quan, áp dụng cho công dân Việt Nam và các cơ quan, đơn vị liên quan..","Thông tư này áp dụng đối với công dân Việt Nam và cơ quan, đơn vị có liên quan.",others,pdf_documents_new/VGjDtG5nIHTGsCAzMS8yMDIzL1RULUJDQQ==.pdf,Remember
6740a2ede213d34a4d8df9c3,Nghị định số 122/NĐ-CP về xử phạt vi phạm hành chính trong lĩnh vực kế hoạch và đầu tư được ban hành vào ngày nào?,Nghị định số 122/2021/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực kế hoạch và đầu tư được ban hành ngày 28 tháng 12 năm 2021.,Chính phủ ban hành Nghị định quy định về xử phạt vi phạm hành chính trong lĩnh vực kế hoạch và đầu tư.,others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTIyLzIwMjEvTsSQLUNQ.pdf,Remember
6740a2ede213d34a4d8df9c4,"Theo Nghị định 122/2021/NĐ-CP, mức phạt tiền tối đa đối với hành vi vi phạm hành chính trong lĩnh vực quy hoạch là bao nhiêu đối với tổ chức và cá nhân?","Mức phạt tiền tối đa trong lĩnh vực quy hoạch là 500.000.000 đồng đối với tổ chức, và 250.000.000 đồng đối với cá nhân (một nửa mức phạt của tổ chức).",Mức phạt tiền tối đa đối với hành vi vi phạm hành chính tại Nghị định này được quy định như sau:\nd) Trong lĩnh vực quy hoạch là 500.000.000 đồng.\n2. Mức phạt tiền quy định tại Nghị định này là mức phạt áp dụng đối với tổ chức (trừ mức phạt quy định tại \nđiểm c khoản 2 Điều 28\n; điểm a và điểm b khoản 2 Điều 38\n; Điều 62 và Điều 63 Nghị định này\n là mức phạt áp dụng đối với cá nhân). Đối với cùng một hành vi vi phạm hành chính thì mức phạt tiền đối với cá nhân bằng 1/2 (một phần hai) mức phạt tiền đối với tổ chức.,others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTIyLzIwMjEvTsSQLUNQ.pdf,Remember
6740a2f8e213d34a4d8df9c5,Nghị định số 112/2024/NĐ-CP đề cập đến những nội dung chính nào liên quan đến đất trồng lúa?,"Nghị định số 112/2024/NĐ-CP quy định về vùng quy hoạch trồng lúa có năng suất, chất lượng cao; chuyển đổi cơ cấu cây trồng, vật nuôi; bảo vệ và sử dụng tầng đất mặt của đất chuyên trồng lúa; nộp tiền để Nhà nước bổ sung diện tích đất chuyên trồng lúa bị mất hoặc tăng hiệu quả sử dụng đất trồng lúa; chính sách hỗ trợ địa phương sản xuất, bảo vệ đất trồng lúa và chính sách đầu tư, hỗ trợ đầu tư xây dựng kết cấu hạ tầng, áp dụng khoa học và công nghệ hiện đại cho vùng quy hoạch trồng lúa có năng suất, chất lượng cao.","Nghị định này quy định về vùng quy hoạch trồng lúa có năng suất, chất lượng cao; chuyển đổi cơ cấu cây trồng, vật nuôi, xây dựng công trình phục vụ trực tiếp sản xuất nông nghiệp trên đất trồng lúa; bảo vệ và sử dụng tầng đất mặt của đất chuyên trồng lúa; nộp tiền để Nhà nước bổ sung diện tích đất chuyên trồng lúa bị mất hoặc tăng hiệu quả sử dụng đất trồng lúa; chính sách hỗ trợ địa phương sản xuất, bảo vệ đất trồng lúa và chính sách đầu tư, hỗ trợ đầu tư xây dựng kết cấu hạ tầng, áp dụng khoa học và công nghệ hiện đại cho vùng quy hoạch trồng lúa có năng suất, chất lượng cao.",others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTEyLzIwMjQvTsSQLUNQ.pdf,Remember
6740a2f8e213d34a4d8df9c6,"Theo Nghị định 112/2024/NĐ-CP, đất chuyên trồng lúa và đất trồng lúa còn lại được định nghĩa như thế nào?","Theo Nghị định 112/2024/NĐ-CP, đất chuyên trồng lúa là đất trồng hai vụ lúa nước trở lên trong năm; đất trồng lúa còn lại là đất trồng một vụ lúa nước trong năm và đất trồng lúa nương",a) Đất chuyên trồng lúa là đất trồng hai vụ lúa nước trở lên trong năm;\nb) Đất trồng lúa còn lại là đất trồng một vụ lúa nước trong năm và đất trồng lúa nương.,others,pdf_documents_new/Tmdo4buLIMSR4buLbmggMTEyLzIwMjQvTsSQLUNQ.pdf,Remember
6740a302e213d34a4d8df9c7,Luật biển Việt Nam có số hiệu và được ban hành vào ngày nào?,Luật biển Việt Nam số 18/2012/QH13 được ban hành vào ngày 21 tháng 6 năm 2012.,Quốc hội ban hành Luật biển Việt Nam.,others,pdf_documents_new/THXhuq10IEJp4buDbiBWaeG7h3QgTmFtIDIwMTI=.pdf,Remember
6740a302e213d34a4d8df9c8,Điều 1 của Luật biển Việt Nam quy định phạm vi điều chỉnh của luật này là gì?,"Theo Điều 1 của Luật biển Việt Nam, luật này điều chỉnh các vùng biển bao gồm nội thủy, lãnh hải, vùng tiếp giáp lãnh hải, vùng đặc quyền kinh tế, thềm lục địa, và các đảo, quần đảo Hoàng Sa, Trường Sa thuộc chủ quyền, quyền chủ quyền, quyền tài phán quốc gia của Việt Nam; hoạt động trong vùng biển Việt Nam; phát triển kinh tế biển; quản lý và bảo vệ biển, đảo;","Luật này quy định về đường cơ sở, nội thủy, lãnh hải, vùng tiếp giáp lãnh hải, vùng đặc quyền kinh tế, thềm lục địa, các đảo, quần đảo Hoàng Sa, quần đảo Trường Sa và quần đảo khác thuộc chủ quyền, quyền chủ quyền, quyền tài phán quốc gia của Việt Nam; hoạt động trong vùng biển Việt Nam; phát triển kinh tế biển; quản lý và bảo vệ biển, đảo.",others,pdf_documents_new/THXhuq10IEJp4buDbiBWaeG7h3QgTmFtIDIwMTI=.pdf,Remember
6740a30ce213d34a4d8df9c9,"Theo Luật số 64/2020/QH14, nêu các lĩnh vực đầu tư được phép thực hiện theo phương thức đối tác công tư (PPP)?","Theo Luật số: 64/2020/QH14, ngày 18 tháng 6 năm 2020, lĩnh vực đầu tư theo phương thức đối tác công tư (PPP) bao gồm giao thông vận tải, lưới điện, nhà máy điện (trừ nhà máy thủy điện và các trường hợp Nhà nước độc quyền theo quy định của Luật Điện lực), thủy lợi, cung cấp nước sạch, thoát nước và xử lý nước thải, xử lý chất thải, y tế, giáo dục - đào tạo, và hạ tầng công nghệ thông tin.","Lĩnh vực đầu tư theo phương thức PPP bao gồm:\na) Giao thông vận tải;\nb) Lưới điện, nhà máy điện, trừ nhà máy thủy điện và các trường hợp Nhà nước độc quyền theo quy định của Luật Điện lực;\nc) Thủy lợi; cung cấp nước sạch; thoát nước và xử lý nước thải; xử lý chất thải;\nd) Y tế; giáo dục - đào tạo;\nđ) Hạ tầng công nghệ thông tin.",others,pdf_documents_new/THXhuq10IMSQ4bqndSB0xrAgdGhlbyBwaMawxqFuZyB0aOG7qWMgxJHhu5FpIHTDoWMgY8O0bmcgdMawIDIwMjA=.pdf,Remember
